FPS,FrameTime(ms),MinFrame(ms),MaxFrame(ms),AvgFrame(ms),CPUTime(ms),GPUWait(ms),DrawCalls,Triangles,VRAM(MB),Upload(KB),
6.58134,154.041,136.945,165.877,151.945,153.996,0.045179,1,12000000,1.50087,0,
6.58102,158.043,136.945,165.877,151.952,158.003,0.039643,1,12000000,1.50087,0,
6.58185,153.079,136.945,165.877,151.933,153.039,0.039731,1,12000000,1.50087,0,
6.58213,153.364,136.945,165.877,151.926,153.323,0.040358,1,12000000,1.50087,0,
6.5816,153.907,136.945,165.877,151.939,153.858,0.04932,1,12000000,1.50087,0,
6.58139,154.239,136.945,165.877,151.943,154.2,0.039677,1,12000000,1.50087,0,
6.5819,152.696,136.945,165.877,151.932,152.651,0.044988,1,12000000,1.50087,0,
6.58194,153.271,136.945,165.877,151.931,153.232,0.039262,1,12000000,1.50087,0,
6.5821,153.017,136.945,165.877,151.927,152.965,0.052817,1,12000000,1.50087,0,
6.58201,153.545,136.945,165.877,151.929,153.504,0.040945,1,12000000,1.50087,0,
6.5823,153.14,136.945,165.877,151.923,153.073,0.066764,1,12000000,1.50087,0,
6.58225,153.847,136.945,165.877,151.924,153.798,0.048652,1,12000000,1.50087,0,
6.58241,154.132,136.945,165.877,151.92,154.084,0.047299,1,12000000,1.50087,0,
6.58261,153.323,136.945,165.877,151.915,153.278,0.045094,1,12000000,1.50087,0,
6.58174,154.788,136.945,165.877,151.935,154.75,0.038142,1,12000000,1.50087,0,
6.58094,154.504,136.945,165.877,151.954,154.462,0.042172,1,12000000,1.50087,0,
6.58238,152.833,136.945,165.877,151.921,152.793,0.040021,1,12000000,1.50087,0,
6.58201,154.112,136.945,165.877,151.929,154.064,0.047585,1,12000000,1.50087,0,
6.58257,152.653,136.945,165.877,151.916,152.612,0.041734,1,12000000,1.50087,0,
6.58268,153.586,136.945,165.877,151.914,153.544,0.042911,1,12000000,1.50087,0,
6.58286,153.883,136.945,165.877,151.91,153.827,0.056015,1,12000000,1.50087,0,
6.58336,152.677,136.945,165.877,151.898,152.632,0.044767,1,12000000,1.50087,0,
